title,cast,return
"For a Good Time, Call...",Ari Graynor,1.4634835294117647
For Ellen,Paul Dano,0
Goats,David Duchovny,0.0
Grabbers,Richard Coyle,0
Remember My Name,Geraldine Chaplin,0
Busting,Elliott Gould,0
Zidane - A 21st Century Portrait,Zinedine Zidane,0
Safety Patrol,,0
"Come Back, Little Sheba",Shirley Booth,0
Rocco and His Brothers,Alain Delon,0
The Day,Shawn Ashmore,0
Julia X,Valerie Azlynn,0.0
Don't Hang Up,Susan Bracken,0
Humanity and Paper Balloons,Chôemon Bandô,0
Love Me If You Dare,Guillaume Canet,0
Ghost,Shiney Ahuja,0
Stories of Lost Souls,Josh Hartnett,0
La Tête d'un Homme,Harry Baur,0
The Exiles,Yvonne Williams,0
The Clockmaker of St. Paul,Philippe Noiret,0
The Adventures of Sherlock Holmes and Dr. Watson: The Hound of the Baskervilles,Vasiliy Livanov,0
Hearts of the West,Jeff Bridges,0
I Spy,Eddie Murphy,0.4794448142857143
Storm Over Asia,Valéry Inkijinoff,0
Disraeli,George Arliss,0
The Dragon Lives Again,Bruce Leung Siu-Lung,0
The Group,Candice Bergen,0
Pump up the Volume,Christian Slater,0
Hello I Must Be Going,Melanie Lynskey,0
I Am Not a Hipster,Dominic Bogart,0
The House I Live In,Eugene Jarecki,0
Von Richthofen and Brown,John Phillip Law,0
How to Survive a Plague,Larry Kramer,0
The Imposter,Frédéric Bourdin,0
The Invisible War,Kori Cioca,0
Black Roses,John Martin,0
Paisan,Carmela Sazio,0
Keep the Lights On,Thure Lindhardt,0
Skippy,Jackie Cooper,0
Trader Horn,Harry Carey,0
Arrowsmith,Ronald Colman,0
Bad Girl,James Dunn,0
In the Mood for Love,Tony Leung Chiu-Wai,0
The Messiah,Pier Maria Rossi,0
L,Aris Servetalis,0
The Last Elvis,John McInerny,0
Smilin' Through,Norma Shearer,0
Lay the Favorite,Rebecca Hall,0.05983631878557875
Liberal Arts,Josh Radnor,0
"Madrid, 1987",María Valverde,0
Marina Abramović: The Artist Is Present,Marina Abramović,0
Mosquita y Mari,Fenessa Pineda,0
My Brother the Devil,James Floyd,0
Nobody Walks,Dylan McDermott,0
The Other Dream Team,Greg Speirs,0
An Oversimplification of Her Beauty,Alisa Becher,0
Price Check,Parker Posey,0
The Super Cops,Ron Leibman,0
Putin’s Kiss,Oleg Kashin,0
The Queen of Versailles,Jackie Siegel,0
Red Hook Summer,Clarke Peters,0
Robot & Frank,Frank Langella,1.3300152
Room 237,Tom Cruise,0
Safety Not Guaranteed,Aubrey Plaza,5.343722666666666
Save the Date,Lizzy Caplan,0
Searching for Sugar Man,Dennis Coffey,0
Shadow Dancer,Andrea Riseborough,0.06665920634920634
Me and My Gal,Spencer Tracy,0
Simon Killer,Brady Corbet,0
Summer Things,Charlotte Rampling,0
Sleepwalk with Me,Mike Birbiglia,0
Smashed,Mary Elizabeth Winstead,0.753194
Something from Nothing: The Art of Rap,Ice-T,0
Teddy Bear,Kim Kold,0
The Tsunami and the Cherry Blossom,,0
Under African Skies,Paul Simon,0
V/H/S,Calvin Lee Reeder,0
A Cock and Bull Story,Steve Coogan,0
We’re Not Broke,,0
West of Memphis,Jason Baldwin,0
The Violent Enemy,Tom Bell,0
Young & Wild,Alicia Rodríguez,0
Your Sister's Sister,Mark Duplass,25.6
The Page Turner,Catherine Frot,0
Devil Hunter,Uschi Buchfellner,0
A Woman's Secret,Maureen O'Hara,0
Whiplash,Dane Clark,0
Manichitrathazhu,Shobana Chandrakumar,0
Murder in the First,Christian Slater,0
I Am Bruce Lee,Bruce Lee,0
Bus 174,Yvonne Bezerra de Mello,0
My Sucky Teen Romance,Devin Bonnée,0
Double Dynamite,Jane Russell,0
2046,Tony Leung Chiu-Wai,1.6059426666666667
Carandiru,Luiz Carlos Vasconcelos,0.0
Sholem Aleichem: Laughing In The Darkness,Rachel Dratch,1.690376
Bully,,0.0
The Pruitt-Igoe Myth,,0
The Man of the Year,Murilo Benício,0
Asylum of Satan,Charles Kissinger,0
House of Horrors,Rondo Hatton,0
Magic Christmas Tree,Chris Kroesen,0
Don't Open Till Christmas,Edmund Purdom,0
Shadows in an Empty Room,Stuart Whitman,0
House of Tolerance,Hafsia Herzi,0
Lower City,Lázaro Ramos,0
Domésticas,Graziella Moretto,0
Oxygen,Aleksey Filimonov,0
Remains,Grant Bowler,0.0
Madicken of June Hill,Jonna Liljendahl,0
Buster e Billie,Jan-Michael Vincent,0
Bugsy Malone,Scott Baio,0
Made For Each Other,,0
Angels and Insects,Mark Rylance,0
The Iron Rose,Françoise Pascal,0
The Invader,Isaka Sawadogo,0
Metamorphoses,Peter Ustinov,0
Zig Zag,George Kennedy,0
Million Dollar Mystery,Tom Bosley,0
Strangers on a Train,Farley Granger,5.833333333333333
Kongo,Walter Huston,0
The Ghost of Yotsuya,Shigeru Amachi,0
Banning,Robert Wagner,0
The 6th Day,Arnold Schwarzenegger,1.1717741097560976
The Bunny Game,Rodleen Getsic,0
Fanaa,Kajol,4.18413358490566
A Girl in Every Port,Groucho Marx,0
Never Back Down,Sean Faris,2.08137155
Vine of the Soul: Encounters with Ayahuasca,Guillermo Arévalo,0
Between Heaven and Hell,Broderick Crawford,0
Chosin,,0
Drillbit Taylor,Owen Wilson,0.0
The Mars Underground,Robert Zubrin,0
Tooth Fairy 2,Larry the Cable Guy,0.0
7 Below,Val Kilmer,0.0
Devil of the Desert Against the Son of Hercules,Kirk Morris,0
Relax... It's Just Sex,Mitchell Anderson,0
The X Files,David Duchovny,2.866641106060606
The Skulls II,Robin Dunne,0.0
The Wearing of the Grin,John T. Smith,0
Funny Games,Naomi Watts,0.5292581333333334
The Dot and the Line: A Romance in Lower Mathematics,Robert Morley,0
The Joyless Street,Werner Krauss,0
Nukie,Glynis Johns,0
The Survivor,Robert Powell,0
Torch Song Trilogy,Harvey Fierstein,0
Quest of the Delta Knights,David Warner,0
The Immortal Story,Jeanne Moreau,0
Top of the Food Chain,Campbell Scott,0
Wedding in White,Carol Kane,0
Danger!! Death Ray,Gordon Scott,0
The Black Orchid,Sophia Loren,0
Fires Were Started,George Gravett,0
Bonnie's Kids,Tiffany Bolling,0
The Flower in Hell,Hak Kim,0
Dumb and Dumber,Jim Carrey,15.454710875
Routine Pleasures,,0
Highway 61,Don McKellar,0
Animal House,John Belushi,52.22222222222222
Oxy-Morons,Damien Di Paola,0.0
Naram Garam,Amol Palekar,0
Willow,Warwick Davis,1.6362818
John Q,Denzel Washington,2.8401325
San Pietro,Mark W. Clark,0
Beyond Our Ken,Gillian Chung,0
Captive Wild Woman,Acquanetta,0
Far North,Michelle Yeoh,0
Jungle Woman,Acquanetta,0
Jungle Captive,Otto Kruger,0
Mystery of Edwin Drood,Claude Rains,0
Man Made Monster,Lon Chaney Jr.,0
The Brute Man,Rondo Hatton,0
Stitches,Parker Stevenson,0
Woman Wanted,Holly Hunter,0
Black Girl,Leslie Uggams,0
Casablanca Express,Jason Connery,0
"Csocsó, avagy éljen május elseje!",Attila Králik,0
Venetian Bird,Richard Todd,0
So Fine,Ryan O'Neal,0
Break Free,Nicole Grimaudo,0
Courage,Andrea Roth,0
Donner Pass,Desiree Hall,0.0
Robot Holocaust,Norris Culf,0
Perfumed Nightmare,Mang Fely,0
Lovelines,Greg Bradford,0
Hell's Hinges,William S. Hart,0
Alice in Wonderland,Marina Neyolova,0
Gimme an 'F',Stephen Shellen,0
Don Quixote,Nikolai Cherkasov,0
Pandemonium,Carol Kane,0
Play It As It Lays,Tuesday Weld,0
As Luck Would Have It,Salma Hayek,0
Dragonslayer,Peter MacNicol,0.7838896111111111
Summer School,John Laughlin,0
The Fat Albert Halloween Special,Bill Cosby,0
The Mad Masters,Jean Rouch,0
Santa Claus Has Blue Eyes,Jean-Pierre Léaud,0
The Life of Reilly,Charles Nelson Reilly,0
Trenchcoat,Margot Kidder,0
Double Indemnity,Richard Crenna,0
The Comic,Dick Van Dyke,0
A Dandy in Aspic,Laurence Harvey,0
Cinderella Liberty,James Caan,0
Blood,Cirilo Recio Dávila,0.0
My Life in Orange,Oliver Korittke,0
Agneepath,Hrithik Roshan,4.4181310264035325
Ma L'Amore... Sì,Anna Maria Barbera,0
Wild Wild West,Will Smith,1.3064981235294117
The Well-Digger's Daughter,Raimu,0
Hitch,Will Smith,5.258577428571429
The Great White Silence,,0
Ali,Will Smith,0.8197553738317757
The Perks of Being a Wallflower,Logan Lerman,2.5692307692307694
Krull,Ken Marshall,0.6118318518518518
Borderline,Charles Bronson,0.0
The Marrying Kind,Judy Holliday,0
"Italy: Love It, or Leave it",Gustav Hofer,0
Somewhere in Sonora,John Wayne,0
The Telegraph Trail,John Wayne,0
Playback,Johnny Pacar,0.0
Lawless Range,John Wayne,0
Weekend at Bernie's,Andrew McCarthy,4.648982615384615
Coming Home,Götz George,0
Murder in the Private Car,Charles Ruggles,0
The City Dark,,0
Mahler,Robert Powell,0
Profit Motive and the Whispering Wind,,0
Weekend at Bernie's II,Andrew McCarthy,0
The Watermen,Richard Riehle,0.0
The White Reindeer,Kalervo Nissilä,0
Witchcraft II: The Temptress,Delia Sheppard,0.0
Secrets of a Soul,Werner Krauss,0
Warning Shadows,Alexander Granach,0
Penguin Pool Murder,Edna May Oliver,0
Chronicle of a Summer,Edgar Morin,0
The House of the Yellow Carpet,Vittorio Mezzogiorno,0
Screamtime,Vincent Russo,0
Next of Kin,Jacki Kerin,0
Rocktober Blood,Tray Loren,0
They're Playing with Fire,Sybil Danning,0
Raiders of the Lost Ark,Harrison Ford,21.662553944444443
A Christmas Story,Melinda Dillon,0
Too Scared to Scream,Mike Connors,0
Hyper Sapien: People from Another Star,Ricky Paull Goldin,0
Shaolin Drunkard,Yuen Cheung-Yan,0
A Name for Evil,Robert Culp,0
Shatter Dead,Flora Fauna,0
Memory Lane,Thibault Vinçon,0
Kotoko,Shinya Tsukamoto,0
Café de Flore,Vanessa Paradis,0
Welcome to the North,Claudio Bisio,5.833333333333333
Life 2.0,,0
Tere Naal Love Ho Gaya,Ritesh Deshmukh,0
"London, Paris, New York",Ali Zafar,0.0
Agent Vinod,Saif Ali Khan,0
Housefull 2,Akshay Kumar,0
First Monday in October,Walter Matthau,0
Dreams of Dust,Makena Diop,0
The Matador,David Fandila,0
Brief Encounter,Celia Johnson,0
Slow Action,,0
Dog Star Man: Part I,,0
Devil in a Blue Dress,Denzel Washington,0.5978082222222222
I for India,,0
Hickey & Boggs,Bill Cosby,0
Variety,Sandy McLeod,0
Slaughterhouse,Joe B. Barton,0
Deadly Dreams,Mitchell Anderson,0
Destroyer,Lyle Alzado,0
Nightmares,Jenny Neumann,0
The Forest,Dean Russell,0
Island of Blood,Rick Dean,0
American Nightmare,Lawrence Day,0
Airborne,Craig Conway,0
The Thieving Hand,Paul Panzer,0
Fantasmagorie,,0
The Clown at Midnight,Christopher Plummer,0
The Lone Wolf Meets a Lady,Warren William,0
The Lone Wolf Strikes,Warren William,0
Chosen Survivors,Jackie Cooper,0
Mantis in Lace,Susan Stewart,0
Underworld,Denis Leary,0
Killer,Anthony LaPaglia,0
...tick... tick... tick...,Jim Brown,0
Cracked Nuts,Bert Wheeler,0
The Child,Vilma Santos,0
Cleopatra Wong,Marrie Lee,0
Happy Family,Ad van Kempen,1.2077675
The Empty Canvas,Bette Davis,0
The Hawaiians,Charlton Heston,0
Harriet Craig,Joan Crawford,0
Enemy at the Gates,Jude Law,1.4261216176470588
John Lennon - Plastic Ono Band,John Lennon,0
Making the Boys,William Friedkin,0
Six Degrees of Celebration 2,Sergey Svetlakov,0
Citizen's Band,Paul Le Mat,0
Rich Kids,Trini Alvarado,0
The Pompatus of Love,Adrian Pasdar,0
Out At The Wedding,Jerry Banks,0
Madonna's Pig,Wim Opbrouck,0
More Wild Wild West,Robert Conrad,0
A One-Way Trip to Antibes,Sven-Bertil Taube,0
The Wild Wild West Revisited,Robert Conrad,0
Undertow,Scott Brady,0
Tomie: Unlimited,Moe Arai,0
Boyhood,Ellar Coltrane,11.08725
Superman II,Gene Hackman,3.527013074074074
Tony Arzenta,Alain Delon,0
Vice Squad,Edward G. Robinson,0
StreetDance 2,Tom Conti,0
Young Black Jack,Masaki Okada,0
Natimorto,Lourenço Mutarelli,0
The Booth,Maiko Asano,0
33 Scenes from Life,Julia Jentsch,0
One Thousand and One Nights,Yukio Aoshima,0
The Mask,Jim Carrey,15.286235086956522
The Three Stooges,Paul Ben-Victor,0
Brake,Stephen Dorff,0
Movie Movie,George C. Scott,0
Hotel E,,0
No. 12: Heaven and Earth Magic,,0
Pretty Devils,Olivia Bonamy,0
Girl Play,Lacie Harmon,0.0
Take Me Home,Bree Turner,0
Frozen Silence,Juan Diego Botto,0
A Few Best Men,Rebel Wilson,2.326476339485398
"Snowflake, the White Gorilla",Elsa Pataky,0
To Catch a Spy,Kirk Douglas,0
Wrinkles,George Coe,0.0
Step Up Revolution,Kathryn McCormick,4.2566892727272725
Skylab,Lou Alvarez,0
Little Voice,Brenda Blethyn,0
Atelier Fontana,Alessandra Mastronardi,0
Einer wie Bruno,Christian Ulmen,0
Only the Strong Survive,Rufus Thomas,0
Something Evil,Sandy Dennis,0
Captive Women,Robert Clarke,0
The Maze,Richard Carlson,0
Black Hawk Down,Josh Hartnett,1.8803222934782609
East Meets West,Eason Chan,0
The Sin of Madelon Claudet,Helen Hayes,0
Min and Bill,Marie Dressler,0
Coquette,Mary Pickford,0
Joy of Sex,Michelle Meyrink,0
Ladybug Ladybug,William Daniels,0
California Dreaming,Dennis Christopher,0
Jaws of Satan,Fritz Weaver,0
The Quiet American,Audie Murphy,0
Requiem for a Village,,0
Confidence Girl,Tom Conway,0
The Cool World,Rony Clanton,0
The Day He Arrives,Yu Jun-sang,0
Whores' Glory,,0
David Holzman's Diary,L.M. Kit Carson,0
Dr. Kildare Goes Home,Lew Ayres,0
Trishna,Freida Pinto,0
Bonsai,Diego Noguera,0
Back to Stay,María Canale,0
Elles,Juliette Binoche,0.2278665
A Better Life,Guillaume Canet,0
The First Man,Jacques Gamblin,0
Windwalker,Trevor Howard,0
Las Acacias,Germán de Silva,0
Creep,Franka Potente,0
Tale of Cinema,Kim Sang-kyung,0
Speaking Parts,Michael McManus,0
Archangel,Michael Gottli,0
Am I Beautiful?,Marie Zielcke,0
Nature of the Beast,Lance Henriksen,0
Rage,Audrey Walker,0
True North,Peter Mullan,0
The Seventh Cross,Spencer Tracy,0
Flyin' Ryan,Andy Weiss,0
Time Of My Life,Koen De Graeve,0
Dadetown,,0
Zero Kelvin,Stellan Skarsgård,0.0
Bag It,Jeb Berrier,0
Streetwalkin',Melissa Leo,0
Who Framed Roger Rabbit,Bob Hoskins,4.711485114285714
Jaguar Lives!,Joe Lewis,0
The Outrage,Paul Newman,0
Half Shot at Sunrise,Bert Wheeler,0
The Stranglers of Bombay,Guy Rolfe,0
Kentucky Kernels,Bert Wheeler,0
The Lion,William Holden,0
Svend,Svend Auken,0
Blood and Roses,Mel Ferrer,0
Men in Hope,Bolek Polívka,0
The Third Prince,Libuše Šafránková,0
Hot Pepper,,0
Always for Pleasure,,0
The Scarlet Letter,Lillian Gish,0
Run for Cover,James Cagney,0
The Caretakers,Robert Stack,0
Garlic Is As Good As Ten Mothers,Werner Herzog,0
In Heaven There Is No Beer?,,0
Riot,Gene Hackman,0
Showdown,Rock Hudson,0
Youngblood,Lawrence Hilton-Jacobs,0
Mamitas,Josue Aguirre,0
Fire with Fire,Craig Sheffer,0
Karate-Robo Zaborgar,Akira Emoto,0
The Dynamiter,William Ruffin,0.0
All In This Tea,David Lee Hoffman,0
Night Flight,John Barrymore,0
Too Hot to Handle,Cheri Caffaro,0
TNT Jackson,Jean Bell,0
The Twilight People,John Ashley,0
The Constant Nymph,Charles Boyer,0
The Godless Girl,Lina Basquette,0
The Son of the Sheik,Rudolph Valentino,0
Shattered Glass,Jürgen Vogel,0
A Man Vanishes,Yoshie Hayakawa,0
Hammy's Boomerang Adventure,Bruce Willis,0
Ruby,Piper Laurie,0
We'll Take Manhattan,Karen Gillan,0
Zettl,Michael Herbig,0
Saving Private Ryan,Tom Hanks,6.8834415571428575
Trava: Fist Planet,Sie Kohinata,0
The Stoneman Murders,Kay Kay Menon,0
Dooman River,Jian Cui ,0
Fuck Up,Atle Antonsen,0
Arsenal,Semyon Svashenko,0
"Burzynski, the Movie",Stanislaw Burzynski,0
My Boyfriend an Angel,Artur Smolyaninov,0
Love Lasts Three Years,Louise Bourgoin,0
A.C.A.B.: All Cops Are Bastards,Pierfrancesco Favino,0.0
Free Men,Tahar Rahim,0
Play,Yannick Diakité,0
Perry Mason: The Case of the Killer Kiss,Raymond Burr,0
Perry Mason: The Case of the Heartbroken Bride,Raymond Burr,0
Perry Mason: The Case of the Glass Coffin,Raymond Burr,0
The 7th Dawn,William Holden,0
Boom!,Elizabeth Taylor,0
The Frozen North,Dick Proenneke,0
Greetings to the Devil,Edgar Ramírez,0
Reconstruction,Toula Stathopoulou,0
Maya Lin: A Strong Clear Vision,,0
The Star,Bette Davis,0
The Double,Ewa Aulin,0
Swan Lake,Tarô Shigaki,0
Margaret Thatcher: The Long Walk to Finchley,Andrea Riseborough,0.0
The Old Crocodile,,0
Legend of the Forest,,0
Sleepless in Seattle,Tom Hanks,10.847613523809525
Murari,Mahesh Babu,0
Youth Runs Wild,Bonita Granville,0
Some Days Are Better Than Others,Carrie Brownstein,0
Mademoiselle Fifi,Simone Simon,0
Littlerock,Atsuko Okatsuka,0
Free Radicals: A History of Experimental Film,Hans Richter,0
Island of the Blue Dolphins,Celia Kaye,0
Dangerous Beauty,Catherine McCormack,0
Méditerranée,,0
Hara-Kiri: Death of a Samurai,Koji Yakusho,0
Detroit 9000,Alex Rocco,0
Shanghai Noon,Jackie Chan,1.0351328181818182
Little Boy Lost,Bing Crosby,0
The Glory Brigade,Victor Mature,0.0
Women of the Night,Kinuyo Tanaka,0
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent,Abby Dalton,0
The FP,Jason Trost,0
The Lion King,Jonathan Taylor Thomas,17.516483911111113
My Way,Jérémie Renier,1.0591340051131581
Le Chef,Jean Reno,0
GhostWatcher,Jillian Byrnes,0
The Student Prince in Old Heidelberg,Ramon Novarro,0
Starry Starry Night,Xu Jiao,0
Shooting Dogs,John Hurt,0
The Woman Who Drinks,Élise Guilbault,0
Old Man Made in Spain,Paco Martínez Soria,0
A Taste of Romance,Teri Polo,0
Filth,James McAvoy,1.8228528
Dangerous Liaisons,Glenn Close,2.47648
Chasing Two Hares,Oleg Borisov,0
The Inner Scar,Nico,0
The Rolling Stones - Let's Spend the Night Together,Mick Jagger,0
Rat Pfink a Boo Boo,Carolyn Brandt,0
Dick Tracy,Warren Beatty,2.2072069361702127
Strangers When We Meet,Kirk Douglas,0
India Song,Delphine Seyrig,0
"Jasper, Texas",Roy T. Anderson,0
Model Shop,Gary Lockwood,0
Tom Papa: Live in New York City,Tom Papa,0
Liar's Moon,Matt Dillon,0
Collision Earth,Andrew Airlie,0
The New Year,Trieste Kelly Dunn,0
Cafe Noir,Shin Ha-kyun,0
Great Directors,Bernardo Bertolucci,0
Night Call Nurses,Patty Byrne,0.0
Candy Stripe Nurses,Candice Rialson,0
Summer School Teachers,Candice Rialson,0
Off the Menu: The Last Days of Chasen's,Sally Kellerman,0
Sixpack,Jussi Nikkilä,0
The Elementary Particles,Christian Ulmen,0.0
WarGames,Matthew Broderick,6.630638916666666
Always,So Ji-sub,0
Talaash,Aamir Khan,0.0
The Intruder,Charlotte Gainsbourg,0
"To Sir, with Love II",Sidney Poitier,0
Follow Me!,Michael Jayston,0
The Comedians,Richard Burton,0
Bottled Life: Nestle's Business with Water,,0
The House Where Evil Dwells,Edward Albert,0
4 Elements,,0
Regeneration,James A. Marcus,0
Why We Fight: The Nazis Strike,,0
Why We Fight: The Battle of China,Anthony Veiller,0
Hell's Highway,Richard Dix,0
Cookie,Peter Falk,0
The Children,Axel Bogousslavsky,0
For the Love of Movies: The Story of American Film Criticism,Roger Ebert,0
Valerie,Agata Buzek,0
Total Recall,Arnold Schwarzenegger,4.020275707692308
This Way Up,,0
The Fighting Lady,Charles Boyer,0
A Cab for Three,Alejandro Trejo,0
Child of Rage,Mel Harris,0
The Next Man,Sean Connery,0
La Fuga,Miguel Ángel Solá,0
Torpedo Bombers,Rodion Nahapetov,0
I Could Go on Singing,Judy Garland,0
Prom Night,Brittany Snow,0
Stray Dog,Júlio Andrade,0
Teenage Gang Debs,Diane Conti,0
The History Boys,Samuel Anderson,3.350488
The Cat and the Canary,Honor Blackman,0
Perfect Body,Amy Jo Johnson,0
Master and Commander: The Far Side of the World,Russell Crowe,1.4134074066666666
Adventures Of A Taxi Driver,Barry Evans,0
The Incredible 2-Headed Transplant,Bruce Dern,0
Toy Story,Tom Hanks,12.4518011
Welcome Home Brother Charles,Marlo Monte,0
Lunch Wagon,Rosanne Katon,0
Fighting Mad,Peter Fonda,0.0
Jailbait Babysitter,Therese Pare,0
Deep Blues,R. L. Burnside,0
The Cloth,Kyler Willett,0.0
The Sleep Room,Nicola Cavendish,0
Russian Terminator,Frederick Offrein,0
The Day They Robbed the Bank of England,Aldo Ray,0
The In Crowd,Donovan Leitch,0
An American Tragedy,Phillips Holmes,0
The Other Side of the Mountain,Marilyn Hassett,0
The Amulet of Ogum,Ney Santanna,0
Bad Girl Island,AnnaLynne McCord,0
Dying Room Only,Cloris Leachman,0
The Pack,Joe Don Baker,0
All Fall Down,Eva Marie Saint,0
Welcome to L.A.,Keith Carradine,0
Verboten!,James Best,0
Strike Commando,Reb Brown,0
Deadbeat at Dawn,Jim VanBebber,0
Crash Landing,"Antonio Sabàto, Jr.",0
Tarkan and the Blood of the Vikings,Kartal Tibet,0
The Brave Bulls,,0
Oki's Movie,Jung Yu-mi,0
Like You Know It All,Kim Tae-woo,0
The Power of Kangwon Province,Baek Jong-hak,0
The Day a Pig Fell into the Well,Lee Eung-kyeong,0
Mutant Hunt,Rick Gianasi,0
Three on a Meathook,Charles Kissinger,0
Hunky Dory,Minnie Driver,0
Fakta Ladh Mhana,Mahesh Manjrekar,0.0
Tie Xi Qu: West of the Tracks,,0
Snapshot,Chantal Contouri,0
Paper Lion,Alan Alda,0
Treasure of the Yankee Zephyr,Ken Wahl,0
Tall Story,Jane Fonda,0
Toy Story 2,Tom Hanks,5.526298544444445
Subarnarekha,Madhabi Mukherjee,0
All Superheroes Must Die,Jason Trost,0
Exit Humanity,Brian Cox,0.0
Twenty Years Later,Ferreira Gullar,0
Playing,Marília Pêra,0
Santiago,,0
Phantom of the Mall: Eric's Revenge,Derek Rydall,0
Desire,Déborah Révy,0.0
The Redeemer: Son of Satan!,Damien Knight,0
Gor,Oliver Reed,0
Sunnyside Up,Janet Gaynor,0
Gun The Man Down,James Arness,0
Mina Tannenbaum,Romane Bohringer,0
Tell Them Anything You Want: A Portrait of Maurice Sendak,,0
They Fought for Their Motherland,Vasiliy Shukshin,0
All Together,Guy Bedos,0
Cool Runnings,Leon Robinson,11.061742928571428
La balance,Nathalie Baye,0
The Hounds,,0
The Fantastic Flying Books of Mr Morris Lessmore,,0
"Come Back, Africa",Miriam Makeba,0
The Chance of a Lifetime,Chester Morris,0
The Exorcism of Emily Rose,Laura Linney,7.590340421052631
Sinbad,Zoltán Latinovits,0
I'm Gonna Explode,,0
The Happening,Mark Wahlberg,2.72339665
"The Cartoonist: Jeff Smith, BONE and the Changing Face of Comics",Beth Emery,0
Call Her Savage,Clara Bow,0
Mixed Blood,Marília Pêra,0
The Candy Tangerine Man,George Buck Flower,0
D.O.A.,John Lydon,0
Bel Ami,Robert Pattinson,0.9225845555555555
A Long Ride from Hell,Steve Reeves,0
The Man Who Had His Hair Cut Short,Senne Rouffaer,0
