title,cast,return
Eminem AKA,Anthony 'Treach' Criss,0
You Ain't Seen Nothin' Yet,Lambert Wilson,0
Ewoks: The Battle for Endor,Aubree Miller,0
Quadrophenia,Phil Daniels,0
Mud,Matthew McConaughey,2.15877
GLOW: The Story of the Gorgeous Ladies of Wrestling,Emily Dole,0.0
Herman's House,,0
Beyond the Hills,Cosmina Stratan,0
In the Fog,Vladimir Svirskiy,0
Vesku,Vesa-Matti Loiri,0
The Angels' Share,Paul Brannigan,0
D-Tox,Sylvester Stallone,0.11666003636363637
The Taste of Money,Kim Kang-woo,0
Täällä Pohjantähden alla II,Ilkka Koivula,0
In Another Country,Isabelle Huppert,0
Reality,Aniello Arena,0
The Legend of 1900,Tim Roth,0.0
My Cousin Vinny,Joe Pesci,5.826232
Big Buck Bunny,,0.0
Boats Out of Watermelon Rinds,Fizuli Caferof,0
Drop Dead Fred,Phoebe Cates,2.0445394814378313
Rosie,Aranka Coppens,0
An American Tail: Fievel Goes West,Phillip Glasser,0
Plunkett & MacLeane,Jonny Lee Miller,0
Lost Souls,Winona Ryder,0
Supernova,James Spader,0.16475645555555554
Hanging Up,Meg Ryan,0.900947725
A Place Called Today,J. Herbert Kerr Jr.,0
I Like to Hurt People,Edward Farhat,0
The Iron Giant,Eli Marienthal,0.3308472142857143
The Emperor and the Assassin,Gong Li,0
Mystery,Hao Lei,0
The Limey,Terence Stamp,0.3193102
The Eye,Angelica Lee,0
Thieves by Law,Leonid Bilunov,0
The Inheritors,Simon Schwarz,0
For Love of the Game,Kevin Costner,0.0
Unfinished Sky,William McInnes,0
Bless the Child,Kim Basinger,0.0
The Replacements,Keanu Reeves,0
Too Young To Kiss,June Allyson,0
Today We Live,Joan Crawford,0
Gangster No. 1,Paul Bettany,0
Embajadores en el infierno,António Vilar,0
3x3,Ricardo Azevedo,0
Wolf,Jack Nicholson,0
Barren Illusion,Shinji Takeda,0
Tequila Sunrise,Mel Gibson,0.0
Born American,Mike Norris,0
Angela's Ashes,Emily Watson,0.52
Feeding Frenzy,Ron Lipski,0
Bloody Murder 2: Closing Camp,Tiffany Shepis,0.0
Out of Bounds,Stephanie Leon,0
Double Jeopardy,Tommy Lee Jones,2.5405936857142857
Mansfield Park,Frances O'Connor,0
Run Lola Run,Franka Potente,4.750055555555556
The Leopard,Burt Lancaster,0
The Hurricane,Denzel Washington,1.47912482
The Girl on the Bridge,Vanessa Paradis,0
Deuce Bigalow: Male Gigolo,Rob Schneider,3.8550039411764705
The Player,Tim Robbins,2.713262625
Raise the Red Lantern,Gong Li,0
Mousey,Kirk Douglas,0
Old Enough,Sarah Boyd,0
Roller Blade Warriors: Taken by Force,Kathleen Kinmont,0
Encino Man,Sean Astin,0
The Last Farm,Jón Gnarr,0
America,Neil Hamilton,0
Housesitter,Steve Martin,0
Flodder Does Manhattan!,Huub Stapel,0
The Lighthouse,Jimena Barón,0
Tulsa,Susan Hayward,0
The Man Who Sleeps,Jacques Spiesser,0
Strictly Ballroom,Paul Mercurio,11.315408
Hoffa,Jack Nicholson,0.0
Portraits Chinois,Helena Bonham Carter,0
The Disappearance of Garcia Lorca,Andy García,0
The Craving,Tricia Allen,0
The Distinguished Gentleman,Eddie Murphy,0
Romper Stomper,Russell Crowe,0
Nowhere to Run,Jean-Claude Van Damme,0
The Mighty Ducks,Emilio Estevez,5.0752337
A Fish in the Bathtub,Jerry Stiller,0
The Lottery,Dan Cortese,0
Mansome,Jason Bateman,0
What Planet Are You From?,Garry Shandling,0.0
"The Green, Green Grass of Home",Kenny Bee,0
Die letzte Rache,Erwin Leder,0
Voice of a Murderer,Sol Kyung-gu,0
Alien Tornado,Kari Wuhrer,0
Swing Kids,Robert Sean Leonard,0
Boy,Fumio Watanabe,0
10+10,Shu Qi,0
The Mistress,Mirjana Karanović,0
Berkeley Square,Leslie Howard,0
The Divine Lady,Corinne Griffith,0
Emma,Marie Dressler,0
Dragon: The Bruce Lee Story,Jason Scott Lee,4.536695928571429
Nesting,Todd Grinnell,0
Dragon Inn,Shih Chun,0
Eden and After,Catherine Jourdan,0
Jennifer Eight,Andy García,0.56952395
Heroic Purgatory,Mariko Okada,0
I Will Walk Like a Crazy Horse,Emmanuelle Riva,0
The Possessed,Peter Baldwin,0
The Death and Life of Bobby Z,Paul Walker,0.018793363636363636
The Loving Story,,0
Pastoral: To Die in the Country,Kantarô Suga,0
The Big Heat,Waise Lee,0
Friday After Next,Ice Cube,1.67634175
Red Rock West,Nicolas Cage,0.25
Blastfighter,Michael Sopkiw,0
"The Pit, the Pendulum and Hope",,0
Blessing Bell,Susumu Terajima,0
Hackers,Jonny Lee Miller,0.3781864
Desires,Ana Luisa Peluffo,0
Takedown,Skeet Ulrich,0
Scandalous John,Brian Keith,0
The Good Mother,Diane Keaton,0
The Return of the Prodigal Son,Jana Brejchová,0
The Spider Labyrinth,Roland Wybenga,0
War,Jet Li,1.61810572
Oh! Blue Fish Island,Lee Hwa-si,0
The Woman Who Powders Herself,Jean-Jacques Choul,0
Hack!,Jay Kenneth Johnson,0
"Man, Woman and Beast",Maria Pia Luzi,0
Last Passenger,Dougray Scott,0
Mad Dog and Glory,Robert De Niro,0
Super Bitch,Ivan Rassimov,0
La belle captive,Daniel Mesguich,0
"Faraway, So Close!",Otto Sander,0
The Man Who Left His Will on Film,Tomoyo Oshima,0
Chaplin,Robert Downey Jr.,0
The Tree of Guernica,Mariangela Melato,0
The Age of Innocence,Daniel Day-Lewis,0.9486894117647059
A White Dress for Marialé,Ida Galli,0
Nickelodeon,Ryan O'Neal,0.0
The Muppet Christmas Carol,Michael Caine,0
Woman of the Lake,Mariko Okada,0
The Castle,Nikolay Stotskiy,0
A Study in Choreography for Camera,Talley Beatty,0
Beethoven's 2nd,Charles Grodin,7.882871066666667
Hocus Pocus,Bette Midler,1.41123975
Darkened Room,Jordan Ladd,0
Death of a Salesman,Fredric March,0
Dickson Experimental Sound Film,William K.L. Dickson ,0
Dots,,0
Manhattan Murder Mystery,Woody Allen,0.8359694814814815
Screwball Hotel,Michael C. Bendetti,0
So I Married an Axe Murderer,Mike Myers,0.57927415
The Affairs of Annabel,Jack Oakie,0
Fearless,Jeff Bridges,0
Noah's Ark,George O'Brien,0
Kept and Dreamless,Vera Fogwill,0
Old San Francisco,Dolores Costello,0
The Beehive,Ana Belén,0
Raffles,Ronald Colman,0
A Perfect Couple,Paul Dooley,0
Shadowlands,Anthony Hopkins,0.0
Playing Cards,Gaston Méliès,0
A Terrible Night,Georges Méliès,0
Moonlight Whispers,Kenji Mizuhashi,0
The Vanishing Lady,Georges Méliès,0
A Nightmare,,0
No Escape,Ray Liotta,0.767
The Haunted Castle,Georges Méliès,0
The Surrender of Tournavos,,0
Between Calais and Dover,,0
The Bewitched Inn,Georges Méliès,0
After the Ball,Jane Brady,0
Rapa Nui,Jason Scott Lee,0.0152535
"Divers at Work on the Wreck of the ""Maine""",,0
The Four Feathers,Richard Arlen,0
When a Man Loves a Woman,Andy García,0
The Silence of the Hams,Ezio Greggio,0
No Rest for the Brave,Thomas Suire,0
Eat Drink Man Woman,Sihung Lung,0
Doug Stanhope: Before Turning the Gun on Himself,Doug Stanhope,0
The Lord's Lantern in Budapest,Mucsi Zoltán,0
Queen Margot,Isabelle Adjani,0
My Love,,0
Helter Skelter,Erika Sawajiri,0
Dogs,David McCallum,0
Demons,Katsuo Nakamura,0
"Throw Away Your Books, Rally in the Streets",Yukiko Kobayashi,0
Annabel Takes a Tour,Lucille Ball,0
Doughboys,Buster Keaton,0
Soundless,Joachim Król,0
High Time,Bing Crosby,0
The Spiritual Boxer,Wong Yu,0
Main Street,Betsy Blair,0
Get Carter,Sylvester Stallone,0.3052357389937107
Don't Drink the Water,Josef Sommer,0
Angels of Sex,Astrid Bergès-Frisbey,0
"Aquí llega Condemor, el pecador de la pradera",Chiquito de la Calzada,0
"Corrina, Corrina",Whoopi Goldberg,0
A Reflection of Fear,Robert Shaw,0
A Small Circle of Friends,Brad Davis,0
The Money Pit,Tom Hanks,5.4999651
The Road to Wellville,Anthony Hopkins,0
Bayou,Peter Graves,0
28 Days,Sandra Bullock,0.0
"Come, Sweet Death",Josef Hader,0
Panorama pris d'un train en marche,,0
The Famous Box Trick,,0
Adventures of William Tell,,0
Werner - Gekotzt wird später!,Klaus Büchner,0
The Astronomer's Dream,Georges Méliès,0
The Temptation of St. Anthony,Georges Méliès,0
The Devil in a Convent,Georges Méliès,0
Ghoul,Nolan Gould,0
Next Friday,Ice Cube,5.438848
Catastroika,Dean Baker,0
Tom Sawyer,Louis Hofmann,0
Other Worlds,Jan Kounen,0
Down to You,Freddie Prinze Jr.,0.0
Forever Amber,Linda Darnell,0
Midnight,Melanie Verlin,0
DragonHeart: A New Beginning,Christopher Masterson,0
Sexy Baby,Winnifred Bonjean Alpart,0
From the East,Natalia Chakhovskaia,0
The Basketball Diaries,Leonardo DiCaprio,0
Diary of a Shinjuku Thief,Tadanori Yokoo,0
Factotum,Matt Dillon,0
The Lords of Salem,Sheri Moon Zombie,0.7772546666666666
Hustle & Flow,Terrence Howard,2.945465875
Driven,Kip Pardue,0.582390829787234
Ana-ta-han,Akemi Negishi,0
Tin Cup,Kevin Costner,1.1967686222222222
Rules of Engagement,Tommy Lee Jones,1.1833333333333333
Nurse Betty,Renée Zellweger,0.0
102 Dalmatians,Glenn Close,2.160138482352941
July Rain,Yevgeniya Uralova,0
Guest House Paradiso,Rik Mayall,0
Death Race,Jason Statham,1.6391670222222223
The ComDads,Pierre Richard,0
The Forgotten Woman,,0
Ghost Dad,Bill Cosby,0
Newark Athlete,,0
Arirang,Kim Ki-duk,0
Mac & Devin Go to High School,Snoop Dogg,0
My Father the Hero,Gérard Depardieu,0
Oh Dem Watermelons,,0
Play Motel,Ray Lovelock,0
Sicilia!,,0
Trans,Ryan Daugherty,0
Nim's Island,Abigail Breslin,2.704766
Shadows of Liberty,,0
Cujo,Dee Wallace,4.24
A Dog Of Flanders,Jack Warden,0
Sommersby,Jodie Foster,0
Drop Dead Gorgeous,Kirsten Dunst,1.0571408
Enigma,Dougray Scott,0
Flashback,Valerie Niehaus,0
The Third Eye,Franco Nero,0
Dead Calm,Nicole Kidman,0.7825
JLG/JLG: Self-Portrait in December,Jean-Luc Godard,0
A Black Veil for Lisa,John Mills,0
Perfect Blue,Junko Iwao,0
Without Knowing Anything About Her,Paola Pitagora,0
"The Karate Kid, Part III",Ralph Macchio,0
"Anna: the Pleasure, the Torment",Edwige Fenech,0
Bats,Lou Diamond Phillips,0
Bo Ba Bu,,0
Bitter Moon,Hugh Grant,0.372561
White Cannibal Queen,Al Cliver,0
Captain Apache,Lee Van Cleef,0
Point of No Return,Bridget Fonda,0
The Sea Around Us,Don Forbes,0
The Legend of Rita,Bibiana Beglau,0
Rat King,Max Ovaska,0
Back to the Future,Michael J. Fox,20.05840852631579
Shower,Zhu Xu,0
No Place to Go,Hannelore Elsner,0
Iceman,Donnie Yen,0
The Road to El Dorado,Kenneth Branagh,0.8045550210526315
The Man without a Face,Mel Gibson,0
Stone Reader,,0
Happy-Go-Lucky,Sally Hawkins,0
The Sewers of Paradise,Francis Huster,0
The Promise,Corinna Harfouch,0
The Promise,Corinna Harfouch,0
The Promise,Corinna Harfouch,0
The Promise,Corinna Harfouch,0
The Double Man,Yul Brynner,0
The Last Challenge,Glenn Ford,0
Monte Carlo,Jack Buchanan,0
The Shadow Strikes,Rod La Rocque,0
Battlestar Galactica: The Plan,Edward James Olmos,0
Death Occurred Last Night,Frank Wolff,0
A Quiet Place to Kill,Carroll Baker,0
Il tuo dolce corpo da uccidere,Giorgio Ardisson,0
Cold Eyes of Fear,Giovanna Ralli,0
Cross Current,Philippe Leroy,0
Buitenspel,Ilya Van Malderghem,0
Glass Ceiling,Carmen Sevilla,0
The Man with Icy Eyes,Antonio Sabàto,0
The French Connection,Gene Hackman,22.86597611111111
Miracle on 34th Street,Richard Attenborough,0
In America,Paddy Considine,0
"So Sweet, So Dead",Farley Granger,0
Who Killed the Prosecutor and Why?,Lou Castel,0
Tchoupitoulas,,0
Plan 9 from Outer Space,Gregory Walcott,0.0
Dangan Runner,Shinichi Tsutsumi,0
Hard Luck Hero,Hiroshi Nagano,0
Dead Run,Yuya Tegoshi,0
The Andromeda Strain,Arthur Hill,1.9040866153846154
The Flower with Petals of Steel,Gianni Garko,0
"My Wife, A Body to Love",Silvano Tranquilli,0
Castle in the Sky,Keiko Yokozawa,0
Fencing,,0
A Black Ribbon for Deborah,Bradford Dillman,0
A Hand Shake,William K.L. Dickson ,0
Edison Kinetoscopic Record of a Sneeze,Fred Ott,0
The Gendarme and the Creatures from Outer Space,Louis de Funès,0
Santa Claus,Laura Bayley,0
Marathon Man,Dustin Hoffman,3.339849230769231
Trance,Désirée Nosbusch,0
Blow-Up,David Hemmings,0
Itty Bitty Titty Committee,Melonie Diaz,0.018479
Bride Wars,Anne Hathaway,3.8221153666666665
Thermae Romae,Hiroshi Abe,0
W.,Josh Brolin,1.1755563346613547
Fist of the North Star: The Legend of Kenshiro,Hiroshi Abe,0
"Clap, You're Dead",Giorgio Ardisson,0
Trivial,Sophie Marceau,0
Basic Training,Ann Dusenberry,0
Forget Paris,Billy Crystal,0
The Touch,Elliott Gould,0.946376811594203
Madagascar: Escape 2 Africa,Ben Stiller,4.02600236
Sherlock Holmes,Robert Downey Jr.,5.822540877777778
Super 8 Stories,,0
Outlander,Jim Caviezel,0.14067366
Siblings,Alex Campbell,0.0
Pocahontas,Irene Bedard,6.292359509090909
The Field of Enchantment,Simon Delagnes,0
Death and the Maiden,Sigourney Weaver,0
How to Hook Up Your Home Theater,Bill Farmer,0
The Scarlet Letter,Demi Moore,0.20764814
White Squall,Jeff Bridges,0.2710526315789474
How Tasty Was My Little Frenchman,Arduíno Colassanti,0
A Report on the Party and the Guests,Ivan Vyskočil,0
Spy Hard,Leslie Nielsen,0.0
The Land Beyond the Sunset,Martin Fuller,0
The Italian Job,Michael Caine,0.0
The Doors,Val Kilmer,0.9057077105263158
Girls Rock!,,0
Passenger 57,Wesley Snipes,2.9377102
Orders Signed in White,Herb Andress,0
Every Second Counts,John Welbourn,0
James and the Giant Peach,Miriam Margolyes,0.7610858947368421
Death Steps in the Dark,Leonard Mann,0
Outland,Sean Connery,1.0859121875
Blood and Diamonds,Claudio Cassinelli,0
Garbo Talks,Anne Bancroft,0
Who Was That Lady?,Tony Curtis,0
Shall We Kiss?,Virginie Ledoyen,0
The Cuenca Crime,Amparo Soler Leal,0
Killer Condom,Udo Samel,0
Fear,Mark Wahlberg,0
Ned Kelly,Heath Ledger,0
The Letter,Chiara Mastroianni,0
The Hunchback of Notre Dame,Tom Hulce,1.00138851
How to Draw a Perfect Circle,Rafael Morais,0
The Crow: City of Angels,Vincent Pérez,1.3782528461538461
The Art of Love,James Garner,0
The Arrival,Charlie Sheen,0.56193488
Immortal Love,Hideko Takamine,0
When We Were Kings,Muhammad Ali,0
Hamlet,Kenneth Branagh,0
Ballistic: Ecks vs. Sever,Antonio Banderas,0.28462904285714286
The No Mercy Man,Steve Sandor,0
Grandmaster,Mohanlal,1.0833333333333333
Angelina,Anna Magnani,0
Family Business,Sean Connery,0
Cat's Eye,Drew Barrymore,0
Any Day Now,Alan Cumming,0
Cowgirls n' Angels,Alicia Witt,0
Down the Ancient Stairs,Marcello Mastroianni,0
Remo Williams: The Adventure Begins...,Fred Ward,0
Jack & Diane,Juno Temple,0
Sitting Bull,Dale Robertson,0
Codependent Lesbian Space Alien Seeks Same,Lisa Haas,0
The Salvation Hunters,George K. Arthur,0
Secrets,Mary Pickford,0
Maria Chapdelaine,Jean Gabin,0
Shark Tale,Will Smith,4.897000253333333
"Swing High, Swing Low",Carole Lombard,0
The Forgotten Space,,0
Patriocracy,Alan K. Simpson,0
The Union,Elton John,0
East Is East,Om Puri,7.421052631578948
Three Seats for the 26th,Yves Montand,0
The Old Maid,Philippe Noiret,0
Diaries Notes and Sketches,Jane Brakhage,0
Peppermint Frappe,Geraldine Chaplin,0
Shakespeare High,,0
Frequency,Dennis Quaid,2.1969756451612903
You Are Not I,,0
Center Stage,Amanda Schull,0.9556069444444445
In nome del popolo sovrano,Alberto Sordi,0
Under Suspicion,Gene Hackman,0.01042248
The Joke,Josef Somr,0
Three to Tango,Matthew Perry,0.0
Where the Heart Is,Natalie Portman,2.2514116
Kanak Attack,Haluk Piyes,0
Dinosaur,D. B. Sweeney,2.7784161803921568
The Perfect Crime,Gloria Guida,0
Careless Love,Nammi Le,0
God Save My Shoes,Manolo Blahnik,0
The Four Feathers,John Laurie,0
Love in the Buff,Miriam Yeung,0
Heart of a Dog,Max von Sydow,0
Small Time Crooks,Woody Allen,0
The Suspect,Gian Maria Volonté,0
Flodder,Nelly Frijda,0
Finding Truelove,,0
The Boys from Fengkuei,Doze Niu Cheng-Tse,0
Boys and Girls,Freddie Prinze Jr.,1.28921075
Ritual in Transfigured Time,Rita Christiani,0
Michel Vaillant,Sagamore Stévenin,0.0
Luna Papa,Moritz Bleibtreu,0
P & B,Stellan Skarsgård,0
False as Water,Malin Ek,0
Great Freedom No. 7,Hans Albers,0
Heaven,Cate Blanchett,0.0
Whity,Günther Kaufmann,0
The Black Hole,Napoleon Ryan,0
Psycho II,Anthony Perkins,6.945
The Tribulations of Balthazar Kober,Rafał Wieczyński,0
A Chef in Love,Pierre Richard,0
Musikanten,Sonia Bergamasco,0
Flicka: Country Pride,Clint Black,0
Dracula 2000,Gerard Butler,1.1785834642857143
The Bloody Olive,Veerle van Overloop,0
Edie & Thea: A Very Long Engagement,,0
Dracula II: Ascension,Stephen Billington,0
The Woman Who Wasn't There,,0
Going Down in La-La Land,Matthew Ludwinski,0
Dracula III: Legacy,Alexandra Wescourt,0.0
Booker's Place: A Mississippi Story,,0
Joffrey: Mavericks of American Dance,,0
Breathless,Richard Gere,0
Lemon Popsicle,Yftach Katzur,0
The Wild East,Александр Спорыхин,0
Farewell to the Summer Light,Mariko Okada,0
"Goto, Island of Love",Pierre Brasseur,0
Street War,Maurizio Merli,0
Child's Play,Catherine Hicks,4.910742666666667
Violence for Kicks,Antonio Sabàto,0
Manhunt in the City,Henry Silva,0
The Ghost and the Darkness,Michael Douglas,1.5
Gambling City,Luc Merenda,0
Last House in Istanbul,,0
The Good Dinosaur,Raymond Ochoa,1.89672084
Libidomania,Crista Free,0
Mankillers,Edd Byrnes,0
Police Academy 4: Citizens on Patrol,Steve Guttenberg,0
Cinderella,Tony Ail,0
The Cat in the Hat,Mike Myers,0
Ale e Franz - È tanto che aspetti?,Alessandro Besentini,0
eCupid,Houston Rhines,0
After the Sunset,Pierce Brosnan,1.0224632833333334
Kawa,Calvin Tuteao,0
The Hidden Fortress,Toshirō Mifune,0
We Were Soldiers,Mel Gibson,1.5288104533333333
Craze,Jack Palance,0
A Man Called Magnum,Luc Merenda,0
The Girl Next Door,Emile Hirsch,1.21644732
Lost in New York,Adeline Abitbol,0
Hart's War,Bruce Willis,0.4612434857142857
The Skulls III,Clare Kramer,0
ReGeneration,Noam Chomsky,0
Memorial Day,Jonathan Bennett,0.0
Huge,Noel Clarke,0
Replicant,Michael Rooker,0.0
Beverly Hills Chihuahua 3 - Viva La Fiesta!,George Lopez,0
Kevin & Perry Go Large,Harry Enfield,0
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",Jeff Bell,0
Neil Young Journeys,Neil Young,0
Dirty,Clifton Collins Jr,0.0
Dark Harbor,Alan Rickman,0
Lucky Star,Janet Gaynor,0
Once Upon a Time in the North,Mikko Leppilampi,0
Zombies: The Beginning,Yvette Yzon,0
Pinocchio,Roberto Benigni,1.033079275
La Rizière,Yang Yinqiu,0
Predator,Arnold Schwarzenegger,5.457530444444444
Living with Michael Jackson: A Tonight Special,Michael Jackson,0
Peter Pan,Jeremy Sumpter,1.21975011
My Forbidden Past,Robert Mitchum,0
The Angry Hills,Robert Mitchum,0
Dr. Crippen,Donald Pleasence,0
Erased,Olga Kurylenko,0.0
Summer School,Simon Wallace,0
George of the Jungle,Brendan Fraser,0.0
Zorba the Greek,Anthony Quinn,0.0
Rumble on the Docks,James Darren,0
The Revisionaries,,0
The Philadelphia Experiment,Michael Paré,0.0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Shawn Wayans,0
Zarkorr! The Invader,Franklin A. Vallette,0
Bob Roberts,Tim Robbins,0
The Life and Death of Peter Sellers,Geoffrey Rush,0
The Medallion,Jackie Chan,0.0
Barbershop,Ice Cube,6.315136833333334
Flowers and Trees,Marion Darlington,0.0
Don't Tell the Wife,Guy Kibbee,0
The Englishman Who Went Up a Hill But Came Down a Mountain,Hugh Grant,0
Pearls of the Deep,Ferdinand Krůta,0
Sudden Manhattan,Adrienne Shelly,0
The King Is Alive,Romane Bohringer,0
I'll Take You There,Ally Sheedy,0
Meanwhile,D.J. Mendel,0
Crooked Arrows,Brandon Routh,0.14096469230769232
From Above,Danny Glover,0
Convoy Busters,Maurizio Merli,0
My Best Friend's Birthday,Quentin Tarantino,0
I'll Do Anything,Nick Nolte,0.0
Pootie Tang,Jennifer Coolidge,0
A Special Cop in Action,Maurizio Merli,0
Contract Killer,Jet Li,0
Once Upon a Time in China,Jet Li,0
The Twelve Chairs,Enrique Santisteban,0
Once Upon a Time in China II,Jet Li,0
Once Upon a Time in China III,Jet Li,0
Bergman Island,Ingmar Bergman,0
Water-mirror of Granada,,0
Así es la vida...,Arcelia Ramírez,0
Once Upon a Time in China and America,Jet Li,0.0
Ticket of No Return,Tabea Blumenschein ,0
Mr. Nice Guy,Jackie Chan,1.479499059247919
Pizza,Ethan Embry,0
The Inheritance,Gigi Proietti,0
Cradle 2 the Grave,Jet Li,2.25958232
The Iron Ladies,Jesdaporn Pholdee,0
Mean Girls,Lindsay Lohan,7.590757117647059
The End of St. Petersburg,Aleksandr Chistyakov,0
Sogni mostruosamente proibiti,Paolo Villaggio,0
The Fall of Berlin,Mikheil Gelovani,0
The Captain from Köpenick,Heinz Rühmann,0
National Lampoon's Attack of the 5 Ft. 2 Women,Julie Brown,0
Breaking Point,Irena Billing,0
Taps,George C. Scott,2.561146642857143
Kangaroo Jack,Jerry O'Connell,0
Dark Tower,Michael Moriarty,0
Veronica Guerin,Cate Blanchett,0.09234811764705882
Führer Ex,Christian Blümel,0.0
All of Me,Steve Martin,0
The Hunted,Tommy Lee Jones,0.6224365090909091
The Adventurers,Charles Aznavour,0
In the Heat of the Night,Sidney Poitier,13.689989
Free Samples,Jess Weixler,0
Friday,Ice Cube,8.061690857142857
Waiting for Lightning,Ken Block,0
Encounter at Raven's Gate,Steven Vidler,0
Threesome,Josh Charles,0
Captain America,Dick Purcell,0
Atom Man vs Superman,Kirk Alyn,0
Big Girls Don't Cry,Anna Maria Mühe,0
Remember the Titans,Denzel Washington,4.556889433333334
"That Day, on the Beach",Sylvia Chang,0
As You Like It,Helen Mirren,0
LiebesLuder,Mavie Hörbiger,0
The Fall of the House of Usher,Herbert Stern,0
Futureworld,Peter Fonda,0
The Severed Arm,Deborah Walley,0
Adam Had Four Sons,Ingrid Bergman,0
Autumn in New York,Richard Gere,0.0
We Were Once a Fairytale,Kanye West,0
Kaiji 2: The Ultimate Gambler,Tatsuya Fujiwara,0
Loser,Jason Biggs,0
Godzilla 2000,Takehiro Murata,10.03739
The Unbearable Lightness of Being,Daniel Day-Lewis,0.5886356470588235
